"","IncNodePurity"
"1",11.2157556308532
"2",2.25119545756748
"3",2.3972898863594
"4",8.08632466741015
"5",2.13214379919509
"6",0.863346733626815
"7",4.18634485126744
"8",2.35989840049682
"9",29.2699731389241
"10",1.14981606793981
"11",7.30348058285229
"12",2.44610969021475
"13",45.9154269617227
"14",3.61976807612499
"15",5.69695205826809
"16",2.04852766129399
"17",10.9040026084261
"18",3.28814881614988
"19",3.39878552593561
"20",15.2955716861242
